Contract ID,Period,Period_End_Date,Salary,Benefits,Actual_Working_Days,Missed_Days
C0101,2024-08,31-08-2024,2224.83,344.79,12,10
C0101,2024-09,30-09-2024,4080.9,548.85,19,2
C0101,2024-10,31-10-2024,3760.15,588.37,21,2
C0101,2024-11,30-11-2024,4510.47,523.26,21,0
C0101,2024-12,31-12-2024,3914.05,487.43,20,2
C0102,2024-01,31-01-2024,3273.94,1098.62,21,2
C0102,2024-02,29-02-2024,2842.58,892.31,16,5
C0102,2024-03,31-03-2024,2543.35,832.82,16,5
C0102,2024-04,30-04-2024,3237.54,1041.35,20,2
C0102,2024-05,31-05-2024,3227.17,556.59,23,0
C0102,2024-06,30-06-2024,3154.55,739.84,18,2
C0102,2024-07,31-07-2024,3585.74,316.02,23,0
C0102,2024-08,31-08-2024,4123.6,1247.19,22,0
C0102,2024-09,30-09-2024,3020.23,331.28,19,2
C0102,2024-10,31-10-2024,3601.33,1257.1,21,2
C0102,2024-11,30-11-2024,3375.56,322.06,19,2
C0102,2024-12,31-12-2024,3936.16,519.38,22,0
C0103,2024-01,31-01-2024,2486.38,43.4,22,1
C0103,2024-02,29-02-2024,1962.53,141.28,19,2
C0103,2024-03,31-03-2024,1316.96,103.25,12,9
C0103,2024-04,30-04-2024,2329.33,153.94,22,0
C0103,2024-05,31-05-2024,2249.58,52.28,19,4
C0103,2024-06,30-06-2024,2298.92,84.23,19,1
C0103,2024-07,31-07-2024,2131.18,73.14,18,5
C0103,2024-08,31-08-2024,2117.57,71.3,20,2
C0103,2024-09,30-09-2024,2575.82,139.9,21,0
C0103,2024-10,31-10-2024,2723.18,110.49,22,1
C0103,2024-11,30-11-2024,2194.93,152.96,20,1
C0103,2024-12,31-12-2024,1899.93,50.19,19,3
C0104,2024-01,31-01-2024,4359.45,1107.24,23,0
C0104,2024-02,29-02-2024,4330.74,807.75,20,1
C0104,2024-03,31-03-2024,3637.82,1018.7,21,0
C0104,2024-04,30-04-2024,4123.55,912.9,19,3
C0104,2024-05,31-05-2024,4169.91,364.45,22,1
C0104,2024-06,30-06-2024,3628.72,702.82,19,1
C0104,2024-07,31-07-2024,4359.45,1234.03,21,2
C0104,2024-08,31-08-2024,3945.98,669.77,20,2
C0104,2024-09,30-09-2024,3897.67,737.2,20,1
C0104,2024-10,31-10-2024,4567.05,1182.82,22,1
C0104,2024-11,30-11-2024,3897.67,1062.78,18,3
C0104,2024-12,31-12-2024,3551.38,1240.7,20,2
C0105,2024-01,31-01-2024,3040.21,1046.46,23,0
C0105,2024-02,29-02-2024,2536.95,365.04,16,5
C0105,2024-03,31-03-2024,2845.27,352.84,19,2
C0105,2024-04,30-04-2024,3178.4,846.26,22,0
C0105,2024-05,31-05-2024,3238.48,787.36,21,2
C0105,2024-06,30-06-2024,3690.47,458.37,20,0
C0105,2024-07,31-07-2024,2379.29,1003.27,18,5
C0105,2024-08,31-08-2024,3202.48,1228.88,21,1
C0105,2024-09,30-09-2024,2246.26,856.0,15,6
C0105,2024-10,31-10-2024,3715.81,523.27,22,1
C0105,2024-11,30-11-2024,3347.37,1054.89,20,1
C0105,2024-12,31-12-2024,3708.13,438.58,22,0
C0106,2024-01,31-01-2024,3084.61,57.86,18,5
C0106,2024-02,29-02-2024,2431.01,27.36,17,4
C0106,2024-03,31-03-2024,2895.76,42.61,18,3
C0106,2024-04,30-04-2024,3403.98,59.72,22,0
C0106,2024-05,31-05-2024,1743.48,33.16,13,10
C0106,2024-06,30-06-2024,2246.63,58.22,12,8
C0106,2024-07,31-07-2024,3442.25,58.72,21,2
C0106,2024-08,31-08-2024,2768.79,64.69,20,2
C0106,2024-09,30-09-2024,1823.26,67.88,12,9
C0106,2024-10,31-10-2024,3084.61,61.32,23,0
C0106,2024-11,30-11-2024,3038.76,28.96,17,4
C0106,2024-12,31-12-2024,2630.35,46.96,17,5
C0107,2024-06,30-06-2024,5091.83,204.64,19,1
C0107,2024-07,31-07-2024,5015.33,361.41,22,1
C0107,2024-08,31-08-2024,5813.85,329.83,21,1
C0107,2024-09,30-09-2024,4329.79,328.0,15,6
C0107,2024-10,31-10-2024,4787.36,173.0,21,2
C0107,2024-11,30-11-2024,5195.74,243.19,18,3
C0107,2024-12,31-12-2024,6090.7,459.46,22,0
C0108,2024-01,31-01-2024,6426.88,182.33,21,2
C0108,2024-02,29-02-2024,6277.6,72.09,19,2
C0108,2024-03,31-03-2024,6975.11,101.6,19,2
C0108,2024-04,30-04-2024,6020.93,93.28,18,4
C0109,2024-01,31-01-2024,6311.7,321.28,21,2
C0109,2024-02,29-02-2024,7991.79,290.62,19,2
C0109,2024-03,31-03-2024,7611.23,347.33,19,2
C0109,2024-04,30-04-2024,4599.02,325.61,12,10
C0109,2024-05,31-05-2024,8064.94,94.01,23,0
C0109,2024-06,30-06-2024,5962.29,308.15,18,2
C0109,2024-07,31-07-2024,6311.69,212.2,18,5
C0109,2024-08,31-08-2024,8431.53,180.19,21,1
C0110,2024-01,31-01-2024,6457.89,1012.5,20,3
C0110,2024-02,29-02-2024,8607.26,1022.28,20,1
C0110,2024-03,31-03-2024,6541.52,1025.04,16,5
C0110,2024-04,30-04-2024,6705.39,1235.51,19,3
C0110,2024-05,31-05-2024,5525.08,1195.01,14,9
C0110,2024-06,30-06-2024,7117.12,408.7,20,0
C0110,2024-07,31-07-2024,7839.15,1440.16,23,0
C0110,2024-08,31-08-2024,7411.22,437.86,21,1
C0110,2024-09,30-09-2024,8607.26,457.18,20,1
C0110,2024-10,31-10-2024,7103.67,1304.38,18,5
C0110,2024-11,30-11-2024,7316.17,702.57,20,1
C0110,2024-12,31-12-2024,7450.44,1148.17,20,2
C0111,2024-01,31-01-2024,6045.71,324.59,23,0
C0111,2024-02,29-02-2024,4606.26,490.74,21,0
C0111,2024-03,31-03-2024,4167.57,562.9,19,2
C0111,2024-04,30-04-2024,3847.27,286.02,14,8
C0111,2024-05,31-05-2024,4114.29,584.25,20,3
C0111,2024-06,30-06-2024,4624.97,683.28,18,2
C0111,2024-07,31-07-2024,4320.0,351.38,21,2
C0111,2024-08,31-08-2024,5246.28,663.9,21,1
C0111,2024-09,30-09-2024,4194.99,701.97,18,3
C0111,2024-10,31-10-2024,5028.57,431.95,20,3
C0111,2024-11,30-11-2024,4688.51,725.61,19,2
C0111,2024-12,31-12-2024,4671.68,287.98,22,0
C0112,2024-11,30-11-2024,4099.3,585.12,20,1
C0112,2024-12,31-12-2024,3735.1,310.78,20,2
C0113,2024-01,31-01-2024,6008.96,318.87,22,1
C0113,2024-02,29-02-2024,6880.38,201.23,20,1
C0113,2024-03,31-03-2024,6225.1,203.77,20,1
C0113,2024-04,30-04-2024,5970.58,168.51,20,2
C0113,2024-05,31-05-2024,5708.5,180.25,22,1
C0113,2024-06,30-06-2024,5779.52,283.78,16,4
C0113,2024-07,31-07-2024,5462.69,362.07,20,3
C0113,2024-08,31-08-2024,7224.4,377.97,22,0
C0113,2024-09,30-09-2024,6225.1,165.37,20,1
C0113,2024-10,31-10-2024,3728.28,364.08,13,10
C0113,2024-11,30-11-2024,4980.08,139.24,19,2
C0113,2024-12,31-12-2024,5328.74,211.71,21,1
C0114,2024-01,31-01-2024,4064.61,1007.14,23,0
C0114,2024-02,29-02-2024,3957.08,1086.02,21,0
C0114,2024-03,31-03-2024,3391.79,610.92,16,5
C0114,2024-04,30-04-2024,4732.24,809.09,21,1
C0114,2024-05,31-05-2024,4535.87,1323.72,22,1
C0114,2024-06,30-06-2024,4440.59,833.27,19,1
C0114,2024-07,31-07-2024,4751.87,575.13,22,1
C0114,2024-08,31-08-2024,4506.9,973.69,20,2
C0114,2024-09,30-09-2024,3203.35,1206.98,17,4
C0114,2024-10,31-10-2024,4967.86,684.01,23,0
C0114,2024-11,30-11-2024,3957.08,1311.91,21,0
C0114,2024-12,31-12-2024,4957.59,812.93,22,0
C0115,2024-01,31-01-2024,10334.12,696.9,23,0
C0115,2024-02,29-02-2024,8329.5,880.63,20,1
C0115,2024-03,31-03-2024,9774.91,282.51,21,0
C0115,2024-04,30-04-2024,7634.12,902.8,19,3
C0115,2024-05,31-05-2024,10803.85,364.43,23,0
C0115,2024-06,30-06-2024,10263.66,746.8,20,0
C0115,2024-07,31-07-2024,9435.49,854.58,22,1
C0115,2024-08,31-08-2024,9330.6,911.67,22,0
C0115,2024-09,30-09-2024,7913.02,546.74,17,4
C0115,2024-10,31-10-2024,6984.72,891.99,19,4
C0115,2024-11,30-11-2024,8843.97,341.77,19,2
C0115,2024-12,31-12-2024,10312.77,309.94,22,0
C0116,2024-01,31-01-2024,4426.13,308.61,18,5
C0116,2024-02,29-02-2024,4330.61,815.7,19,2
C0116,2024-03,31-03-2024,3874.75,772.86,17,4
C0116,2024-04,30-04-2024,4361.21,798.03,17,5
C0116,2024-05,31-05-2024,4672.03,876.15,19,4
C0116,2024-06,30-06-2024,4257.13,354.34,16,4
C0116,2024-07,31-07-2024,4917.92,401.22,22,1
C0116,2024-08,31-08-2024,3298.4,688.5,15,7
C0116,2024-09,30-09-2024,4290.38,607.12,20,1
C0116,2024-10,31-10-2024,4694.38,707.97,21,2
C0116,2024-11,30-11-2024,5094.82,426.72,19,2
C0116,2024-12,31-12-2024,5130.84,313.79,20,2
C0117,2024-01,31-01-2024,7175.4,373.06,23,0
C0117,2024-02,29-02-2024,3221.61,164.75,11,10
C0117,2024-03,31-03-2024,4165.31,391.68,16,5
C0117,2024-04,30-04-2024,6226.59,118.39,20,2
C0117,2024-05,31-05-2024,5968.2,355.78,22,1
C0117,2024-06,30-06-2024,4574.32,302.65,15,5
C0117,2024-07,31-07-2024,4340.51,361.84,16,7
C0117,2024-08,31-08-2024,5633.58,218.78,20,2
C0117,2024-09,30-09-2024,5808.66,278.96,17,4
C0117,2024-10,31-10-2024,5968.2,312.24,22,1
C0117,2024-11,30-11-2024,6150.34,280.02,21,0
C0117,2024-12,31-12-2024,3780.43,268.29,15,7
C0118,2024-01,31-01-2024,6866.05,672.47,22,1
C0118,2024-02,29-02-2024,6620.44,877.44,21,0
C0118,2024-03,31-03-2024,5694.37,346.71,17,4
C0118,2024-04,30-04-2024,6481.09,908.84,19,3
C0118,2024-05,31-05-2024,8311.53,948.61,22,1
C0118,2024-06,30-06-2024,7429.37,667.36,18,2
C0118,2024-07,31-07-2024,7227.42,1031.68,22,1
C0118,2024-08,31-08-2024,6319.51,697.91,16,6
C0118,2024-09,30-09-2024,5694.37,860.4,17,4
C0118,2024-10,31-10-2024,8689.33,409.79,23,0
C0118,2024-11,30-11-2024,4965.33,572.85,14,7
C0118,2024-12,31-12-2024,7540.33,867.07,21,1
C0119,2024-01,31-01-2024,7986.29,794.78,21,2
C0119,2024-02,29-02-2024,8211.37,627.83,21,0
C0119,2024-03,31-03-2024,8667.56,1023.41,19,2
C0119,2024-04,30-04-2024,6234.87,797.01,15,7
C0119,2024-05,31-05-2024,5867.48,785.13,18,5
C0119,2024-06,30-06-2024,7184.95,834.1,20,0
C0119,2024-07,31-07-2024,6772.96,1112.2,17,6
C0119,2024-08,31-08-2024,6056.73,879.85,18,4
C0119,2024-09,30-09-2024,8211.37,746.99,21,0
C0119,2024-10,31-10-2024,7605.99,358.29,21,2
C0119,2024-11,30-11-2024,8211.37,923.76,21,0
C0119,2024-12,31-12-2024,6393.22,1229.28,19,3
C0120,2024-01,31-01-2024,6953.17,176.08,16,7
C0120,2024-02,29-02-2024,8914.07,426.17,18,3
C0120,2024-03,31-03-2024,8340.65,469.73,20,1
C0120,2024-04,30-04-2024,7267.16,443.44,18,4
C0120,2024-05,31-05-2024,10994.7,186.05,22,1
C0120,2024-06,30-06-2024,8793.26,402.2,18,2
C0120,2024-07,31-07-2024,10994.7,356.36,22,1
C0120,2024-08,31-08-2024,9475.8,440.79,21,1
C0120,2024-09,30-09-2024,8861.94,393.06,20,1
C0120,2024-10,31-10-2024,10516.67,296.02,22,1
C0120,2024-11,30-11-2024,8914.07,156.84,19,2
C0120,2024-12,31-12-2024,10473.25,517.86,21,1
C0121,2024-01,31-01-2024,7533.28,809.07,23,0
C0121,2024-02,29-02-2024,8684.98,332.76,21,0
C0121,2024-03,31-03-2024,7857.84,344.01,19,2
C0121,2024-04,30-04-2024,6726.38,258.34,21,1
C0121,2024-05,31-05-2024,8326.25,431.76,23,0
C0121,2024-06,30-06-2024,7751.35,417.83,20,0
C0121,2024-07,31-07-2024,7584.99,302.83,20,3
C0121,2024-08,31-08-2024,6330.71,868.93,16,6
C0121,2024-09,30-09-2024,9119.23,642.0,21,0
C0121,2024-10,31-10-2024,7602.23,232.07,21,2
C0121,2024-11,30-11-2024,7444.27,798.39,20,1
C0121,2024-12,31-12-2024,7461.19,766.18,22,0
C0122,2024-01,31-01-2024,4085.08,286.98,18,5
C0123,2024-01,31-01-2024,10703.68,185.28,23,0
C0123,2024-02,29-02-2024,5683.91,272.45,14,7
C0123,2024-03,31-03-2024,9134.87,261.05,20,1
C0123,2024-04,30-04-2024,9155.63,314.33,22,0
C0123,2024-05,31-05-2024,7911.42,409.32,17,6
C0123,2024-06,30-06-2024,8560.51,320.96,17,3
C0123,2024-07,31-07-2024,8440.26,388.43,21,2
C0123,2024-08,31-08-2024,10196.03,128.72,21,1
C0123,2024-09,30-09-2024,9134.86,130.79,18,3
C0123,2024-10,31-10-2024,9772.93,124.62,22,1
C0123,2024-11,30-11-2024,11190.21,336.86,21,0
C0123,2024-12,31-12-2024,6658.64,212.75,16,6
C0124,2024-01,31-01-2024,8787.96,116.19,19,4
C0124,2024-02,29-02-2024,6513.1,403.26,15,6
C0124,2024-03,31-03-2024,10131.49,305.52,21,0
C0124,2024-04,30-04-2024,8703.87,302.13,22,0
C0124,2024-05,31-05-2024,5067.66,282.08,14,9
C0125,2024-01,31-01-2024,2962.2,351.33,23,0
C0125,2024-02,29-02-2024,1902.68,744.73,13,8
C0125,2024-03,31-03-2024,1699.4,870.03,11,10
C0125,2024-04,30-04-2024,2933.85,757.93,18,4
C0125,2024-05,31-05-2024,1850.53,482.82,13,10
C0125,2024-06,30-06-2024,3047.95,793.53,20,0
C0125,2024-07,31-07-2024,3118.1,809.38,23,0
C0125,2024-08,31-08-2024,2118.89,430.72,13,9
C0125,2024-09,30-09-2024,3252.45,313.23,20,1
C0125,2024-10,31-10-2024,3274.01,455.74,23,0
C0125,2024-11,30-11-2024,1756.32,590.18,12,9
C0125,2024-12,31-12-2024,2141.12,373.09,17,5
C0126,2024-01,31-01-2024,5909.26,193.6,18,5
C0126,2024-02,29-02-2024,5205.03,574.13,19,2
C0126,2024-03,31-03-2024,5530.35,577.56,19,2
C0126,2024-04,30-04-2024,5928.25,462.48,20,2
C0126,2024-05,31-05-2024,5695.15,554.25,21,2
C0126,2024-06,30-06-2024,5379.89,271.4,19,1
C0126,2024-07,31-07-2024,4881.56,516.59,18,5
C0126,2024-08,31-08-2024,6552.28,375.58,21,1
C0126,2024-09,30-09-2024,6112.49,300.55,21,0
C0126,2024-10,31-10-2024,6594.39,414.46,21,2
C0126,2024-11,30-11-2024,6163.86,373.09,20,1
C0126,2024-12,31-12-2024,5569.44,363.49,21,1
C0127,2024-01,31-01-2024,5251.89,428.39,23,0
C0127,2024-02,29-02-2024,4980.14,366.76,20,1
C0127,2024-03,31-03-2024,4980.14,117.89,20,1
C0127,2024-04,30-04-2024,5241.04,280.98,21,1
C0127,2024-05,31-05-2024,4297.0,376.93,18,5
C0128,2024-07,31-07-2024,8728.52,972.03,23,0
C0128,2024-08,31-08-2024,7880.92,641.25,22,0
C0128,2024-09,30-09-2024,7469.9,586.0,19,2
C0128,2024-10,31-10-2024,5589.02,468.19,18,5
C0128,2024-11,30-11-2024,6290.44,458.62,19,2
C0128,2024-12,31-12-2024,8295.7,504.29,22,0
C0129,2024-01,31-01-2024,6264.84,221.02,23,0
C0129,2024-02,29-02-2024,2898.02,304.52,12,9
C0129,2024-03,31-03-2024,5668.19,154.16,19,2
C0129,2024-04,30-04-2024,5177.55,232.6,20,2
C0129,2024-05,31-05-2024,3837.07,311.05,18,5
C0129,2024-06,30-06-2024,6264.84,401.76,20,0
C0129,2024-07,31-07-2024,5471.38,228.86,21,2
C0129,2024-08,31-08-2024,5695.31,432.87,22,0
C0129,2024-09,30-09-2024,5369.86,430.76,21,0
C0129,2024-10,31-10-2024,4902.92,337.5,18,5
C0129,2024-11,30-11-2024,4858.44,168.48,19,2
C0129,2024-12,31-12-2024,5410.54,422.45,22,0
C0130,2024-04,30-04-2024,3124.29,1042.72,20,2
C0130,2024-05,31-05-2024,3493.75,947.77,22,1
C0130,2024-06,30-06-2024,3213.33,1069.75,18,2
C0130,2024-07,31-07-2024,4017.81,991.13,22,1
C0130,2024-08,31-08-2024,3818.58,761.96,22,0
C0130,2024-09,30-09-2024,3047.94,550.38,20,1
C0130,2024-10,31-10-2024,2112.13,298.63,14,9
C0130,2024-11,30-11-2024,2752.67,864.22,17,4
C0130,2024-12,31-12-2024,2256.43,338.92,13,9
C0131,2024-01,31-01-2024,5379.22,271.83,23,0
C0131,2024-02,29-02-2024,5088.14,297.83,19,2
C0131,2024-03,31-03-2024,4590.8,425.09,20,1
C0131,2024-04,30-04-2024,4880.1,400.5,20,2
C0131,2024-05,31-05-2024,3827.11,230.61,18,5
C0131,2024-06,30-06-2024,5061.36,530.53,18,2
C0131,2024-07,31-07-2024,4241.72,459.97,19,4
C0131,2024-08,31-08-2024,5112.48,462.0,22,0
C0131,2024-09,30-09-2024,4845.85,330.92,20,1
C0131,2024-10,31-10-2024,4890.2,536.05,23,0
C0131,2024-11,30-11-2024,4118.97,347.76,17,4
C0131,2024-12,31-12-2024,5112.48,243.35,22,0
C0132,2024-01,31-01-2024,3634.65,591.2,22,1
C0132,2024-02,29-02-2024,3586.09,1300.55,20,1
C0132,2024-03,31-03-2024,3586.09,1449.89,19,2
C0132,2024-04,30-04-2024,3267.49,976.13,20,2
C0132,2024-05,31-05-2024,3618.91,1440.12,23,0
C0132,2024-06,30-06-2024,2174.51,608.88,11,9
C0132,2024-07,31-07-2024,3304.22,1239.49,21,2
C0132,2024-08,31-08-2024,3095.52,748.61,20,2
C0132,2024-09,30-09-2024,3406.78,554.32,19,2
C0132,2024-10,31-10-2024,3257.02,1343.81,18,5
C0132,2024-11,30-11-2024,3048.18,1174.68,19,2
C0132,2024-12,31-12-2024,3611.44,626.3,20,2
C0133,2024-01,31-01-2024,5157.46,950.35,23,0
C0133,2024-02,29-02-2024,3929.49,1436.42,21,0
C0133,2024-03,31-03-2024,2701.53,404.55,11,10
C0133,2024-04,30-04-2024,4454.17,1223.31,19,3
C0134,2024-01,31-01-2024,4245.84,1283.85,23,0
C0134,2024-02,29-02-2024,4650.2,852.43,21,0
C0134,2024-03,31-03-2024,5139.7,464.92,21,0
C0134,2024-04,30-04-2024,3430.01,1149.29,19,3
C0134,2024-05,31-05-2024,4692.77,970.33,21,2
C0134,2024-06,30-06-2024,3931.87,1035.62,17,3
C0134,2024-07,31-07-2024,4702.48,696.9,22,1
C0134,2024-08,31-08-2024,4906.08,660.35,22,0
C0134,2024-09,30-09-2024,4160.71,695.06,21,0
C0134,2024-10,31-10-2024,4080.67,1070.0,21,2
C0134,2024-11,30-11-2024,3985.89,514.15,18,3
C0134,2024-12,31-12-2024,3610.53,477.01,17,5
C0135,2024-01,31-01-2024,6742.69,312.32,21,2
C0135,2024-02,29-02-2024,8939.56,188.84,21,0
C0135,2024-03,31-03-2024,7703.02,308.73,20,1
C0135,2024-04,30-04-2024,5171.64,166.1,14,8
C0135,2024-05,31-05-2024,6387.82,397.79,21,2
C0135,2024-06,30-06-2024,6794.07,202.21,19,1
C0135,2024-07,31-07-2024,8550.88,225.49,22,1
C0135,2024-08,31-08-2024,8126.87,305.65,22,0
C0135,2024-09,30-09-2024,8939.56,162.08,21,0
C0135,2024-10,31-10-2024,7097.57,432.52,21,2
C0135,2024-11,30-11-2024,8513.87,153.63,20,1
C0135,2024-12,31-12-2024,8939.56,146.71,22,0
C0136,2024-01,31-01-2024,6869.45,362.08,22,1
C0136,2024-02,29-02-2024,6685.82,865.5,21,0
C0136,2024-03,31-03-2024,5992.89,826.56,20,1
C0136,2024-04,30-04-2024,5801.75,550.68,20,2
C0136,2024-05,31-05-2024,6885.06,456.4,21,2
C0136,2024-06,30-06-2024,7061.4,739.43,18,2
C0136,2024-07,31-07-2024,5058.41,807.56,18,5
C0136,2024-08,31-08-2024,5255.7,923.74,14,8
C0136,2024-09,30-09-2024,7079.1,636.87,21,0
C0136,2024-10,31-10-2024,8258.95,810.07,23,0
C0136,2024-11,30-11-2024,5693.24,566.54,19,2
C0136,2024-12,31-12-2024,6808.51,454.96,21,1
C0137,2024-01,31-01-2024,4711.67,179.75,20,3
C0137,2024-02,29-02-2024,4521.49,138.46,16,5
C0137,2024-03,31-03-2024,5965.86,82.17,19,2
C0137,2024-04,30-04-2024,5149.74,101.86,20,2
C0137,2024-05,31-05-2024,5222.1,124.95,19,4
C0137,2024-06,30-06-2024,2855.96,215.41,11,9
C0137,2024-07,31-07-2024,5771.8,193.28,21,2
C0137,2024-08,31-08-2024,5721.94,135.49,20,2
C0137,2024-09,30-09-2024,6593.85,68.67,20,1
C0137,2024-10,31-10-2024,6622.52,117.95,22,1
C0137,2024-11,30-11-2024,3391.12,203.09,12,9
C0137,2024-12,31-12-2024,6294.13,189.69,22,0
C0138,2024-01,31-01-2024,5625.96,74.57,22,1
C0138,2024-02,29-02-2024,5489.3,35.83,20,1
C0138,2024-03,31-03-2024,5424.72,92.81,21,0
C0138,2024-04,30-04-2024,3824.76,73.05,13,9
C0138,2024-05,31-05-2024,4953.0,92.45,16,7
C0138,2024-06,30-06-2024,5695.95,65.23,20,0
C0138,2024-07,31-07-2024,5625.96,61.33,22,1
C0139,2024-01,31-01-2024,5585.35,197.34,22,1
C0139,2024-02,29-02-2024,6090.8,447.07,19,2
C0139,2024-03,31-03-2024,4904.7,136.59,17,4
C0139,2024-04,30-04-2024,6133.85,392.36,20,2
C0139,2024-05,31-05-2024,5585.35,261.45,22,1
C0139,2024-06,30-06-2024,5707.85,307.99,19,1
C0139,2024-07,31-07-2024,6173.28,300.23,22,1
C0139,2024-08,31-08-2024,6440.55,173.2,21,1
C0139,2024-09,30-09-2024,5129.1,140.64,20,1
C0139,2024-10,31-10-2024,5291.38,310.37,22,1
C0139,2024-11,30-11-2024,5481.73,153.1,19,2
C0139,2024-12,31-12-2024,5783.35,272.31,22,0
C0140,2024-07,31-07-2024,2713.44,365.8,18,5
C0140,2024-08,31-08-2024,3295.25,432.44,20,2
C0140,2024-09,30-09-2024,3254.89,341.99,19,2
C0140,2024-10,31-10-2024,4014.62,864.74,22,1
C0140,2024-11,30-11-2024,3235.86,937.59,20,1
C0140,2024-12,31-12-2024,3460.01,560.8,21,1
C0141,2024-01,31-01-2024,4691.29,1090.49,23,0
C0141,2024-02,29-02-2024,5423.52,604.73,19,2
C0141,2024-03,31-03-2024,5437.11,1339.76,20,1
C0141,2024-04,30-04-2024,2526.57,1254.77,12,10
C0141,2024-05,31-05-2024,5733.79,1091.27,23,0
C0141,2024-06,30-06-2024,4585.73,948.99,18,2
C0141,2024-07,31-07-2024,4079.38,1041.54,18,5
C0141,2024-08,31-08-2024,4706.36,580.64,20,2
C0141,2024-09,30-09-2024,4349.7,1328.96,20,1
C0141,2024-10,31-10-2024,5473.17,991.82,23,0
C0141,2024-11,30-11-2024,4132.21,700.16,19,2
C0141,2024-12,31-12-2024,4706.36,1153.74,20,2
C0142,2024-01,31-01-2024,4564.81,1191.76,23,0
C0142,2024-02,29-02-2024,3661.8,307.44,19,2
C0142,2024-03,31-03-2024,3469.07,664.05,18,3
C0142,2024-04,30-04-2024,4555.38,1067.7,21,1
C0142,2024-05,31-05-2024,4564.81,632.56,21,2
C0142,2024-06,30-06-2024,3799.66,1171.6,19,1
C0142,2024-07,31-07-2024,4564.81,933.41,21,2
C0142,2024-08,31-08-2024,4131.86,398.89,20,2
C0142,2024-09,30-09-2024,3446.4,1079.56,16,5
C0142,2024-10,31-10-2024,4782.18,688.83,23,0
C0142,2024-11,30-11-2024,4047.25,655.11,21,0
C0142,2024-12,31-12-2024,3305.49,940.99,16,6
C0143,2024-01,31-01-2024,4339.83,653.15,23,0
C0143,2024-02,29-02-2024,3847.79,497.51,20,1
C0143,2024-03,31-03-2024,4753.15,738.39,21,0
C0143,2024-04,30-04-2024,3031.61,811.98,14,8
C0143,2024-05,31-05-2024,3764.34,1071.95,19,4
C0143,2024-06,30-06-2024,4504.21,568.09,19,1
C0143,2024-07,31-07-2024,3736.03,419.24,22,1
C0143,2024-08,31-08-2024,4537.1,370.09,20,2
C0143,2024-09,30-09-2024,4753.15,436.1,20,1
C0143,2024-10,31-10-2024,3962.45,905.63,21,2
C0143,2024-11,30-11-2024,4753.15,381.89,21,0
C0143,2024-12,31-12-2024,3856.54,1040.86,22,0
C0144,2024-01,31-01-2024,7020.09,1191.95,21,2
C0144,2024-02,29-02-2024,6095.15,911.04,19,2
C0144,2024-03,31-03-2024,7217.93,929.32,20,1
C0144,2024-04,30-04-2024,7289.15,818.73,21,1
C0144,2024-05,31-05-2024,7304.24,1120.54,23,0
C0144,2024-06,30-06-2024,4885.19,669.02,13,7
C0144,2024-07,31-07-2024,6251.23,736.5,17,6
C0144,2024-08,31-08-2024,7636.25,885.31,19,3
C0144,2024-09,30-09-2024,5453.55,553.84,17,4
C0144,2024-10,31-10-2024,7304.24,585.41,23,0
C0144,2024-11,30-11-2024,5453.55,883.76,16,5
C0144,2024-12,31-12-2024,8440.06,1274.19,21,1
C0145,2024-01,31-01-2024,2707.85,330.72,13,10
C0145,2024-02,29-02-2024,4997.22,180.83,20,1
C0145,2024-03,31-03-2024,4024.07,524.5,17,4
C0145,2024-04,30-04-2024,3163.31,192.55,12,10
C0145,2024-05,31-05-2024,4341.33,348.2,22,1
C0145,2024-06,30-06-2024,3131.68,323.3,12,8
C0145,2024-07,31-07-2024,5799.4,346.96,23,0
C0145,2024-08,31-08-2024,4313.6,170.82,20,2
C0145,2024-09,30-09-2024,4970.91,390.42,21,0
C0145,2024-10,31-10-2024,4143.99,523.97,21,2
C0145,2024-11,30-11-2024,5247.08,412.05,19,2
C0145,2024-12,31-12-2024,4313.6,458.23,20,2
C0146,2024-01,31-01-2024,6335.32,1154.92,20,3
C0146,2024-02,29-02-2024,6875.75,1059.73,20,1
C0146,2024-03,31-03-2024,7219.54,978.98,19,2
C0146,2024-04,30-04-2024,6528.67,1512.51,22,0
C0146,2024-05,31-05-2024,6305.15,1302.32,22,1
C0147,2024-01,31-01-2024,6080.93,352.82,22,1
C0147,2024-02,29-02-2024,4724.76,320.06,15,6
C0147,2024-03,31-03-2024,7310.94,528.72,21,0
C0147,2024-04,30-04-2024,5981.68,556.67,22,0
C0147,2024-05,31-05-2024,4726.55,574.97,19,4
C0147,2024-06,30-06-2024,6250.86,202.95,19,1
C0147,2024-07,31-07-2024,6080.93,468.61,22,1
C0147,2024-08,31-08-2024,4622.21,197.91,17,5
C0147,2024-09,30-09-2024,6614.66,587.25,21,0
C0147,2024-10,31-10-2024,6039.47,185.41,23,0
C0147,2024-11,30-11-2024,5669.71,213.8,19,2
C0147,2024-12,31-12-2024,5437.89,210.89,20,2
C0148,2024-01,31-01-2024,6100.46,75.73,22,1
C0148,2024-02,29-02-2024,5385.38,79.48,20,1
C0148,2024-03,31-03-2024,6319.9,44.96,21,0
C0148,2024-04,30-04-2024,6667.64,121.24,21,1
C0148,2024-05,31-05-2024,5519.46,138.73,22,1
C0148,2024-06,30-06-2024,4714.97,100.91,18,2
C0148,2024-07,31-07-2024,5519.46,76.92,19,4
C0148,2024-08,31-08-2024,5152.27,73.68,21,1
C0148,2024-09,30-09-2024,6335.73,146.54,20,1
